ISIN,NAME,Country,Region,Years_With_Both_Scopes
SE0000171100,SSAB A,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0017486889,ATLAS COPCO A,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
SE0000114837,TRELLEBORG B,SE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2021, 2022, 2023, 2024]"
IE00B4BNMY34,ACCENTURE CLASS A,IE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0006640972,4IMPRINT GROUP,GB,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FI0009013296,NESTE,FI,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
DE000A0D6554,NORDEX,DE,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0002634946,BAE SYSTEMS,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
AU000000JHX1,JAMES HARDIE INDUSTRIES CDI,IE,EUR,"[2020, 2021, 2022, 2023, 2024, 2025]"
GB0004726096,SPIRENT COMMUNICATIONS DEAD - DELIST.17/10/25,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0009697037,BABCOCK INTERNATIONAL,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]"
IE00B00MZ448,GRAFTON GROUP,IE,EUR,"[2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
FR0000120271,TOTALENERGIES,FR,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NO0003078800,TGS,NO,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00B1XH2C03,FERREXPO,CH,EUR,"[2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]"
ES0173093024,REDEIA CORPORACION,ES,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
PTBCP0AM0015,BANCO COMR.PORTUGUES 'R',PT,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB0006963689,PORVAIR,GB,EUR,"[2020, 2021, 2022, 2023, 2024]"
GB0008220112,SMITH (DS) DEAD - DELIST.04/02/25,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
NL00150003E1,FUGRO C,NL,EUR,"[2019, 2020, 2021, 2022, 2023, 2024]"
DE0006969603,PUMA,DE,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
GB00BKY40Q38,GALLIFORD TRY,GB,EUR,"[2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]"
LU0075646355,SUBSEA 7,GB,EUR,"[2018, 2019, 2020, 2021, 2022, 2023, 2024]"
